Level	Source Paper	Direction	Raw Title	Title	Link	Year	Filter	Triage	Initial Selection	Final Selection
1	an experimental investigation of the effect of program structure on program understanding	Forward	Measuring computer program comprehension	measuring computer program comprehension	https://dl.acm.org/doi/abs/10.1145/800140.804619	1980	Old	Not acceptable	Not acceptable	Not acceptable
1	the effect of scope delimiters on program comprehension	Backward	Measuring computer programming quality and comprehension	measuring computer programming quality and comprehension	https://www.sciencedirect.com/science/article/abs/pii/S002073737780014X	1977	Old	Not acceptable	Not acceptable	Not acceptable
1	an experimental investigation of the effect of program structure on program understanding	Forward	Measuring improvements in program clarity	measuring improvements in program clarity	https://ieeexplore.ieee.org/abstract/document/1702601/	1979	Old	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Measuring Neural  Efficiency  of Program Comprehension	measuring neural  efficiency  of program comprehension	https://andrewbegel.com/papers/fse-2017-paper.pdf	2017	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	indentation simply a matter of style or support for program comprehension	Backward	Measuring neural efficiency of program comprehension	measuring neural efficiency of program comprehension	https://doi.org/10.1145/3106237.3106268	2017	Already accepted	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Backward	Measuring Neural Efficiency of Program Comprehension	measuring neural efficiency of program comprehension	http://scholar.google.com/scholar?hl=en&q=Measuring+Neural+Efficiency+of+Program+Comprehension+ESEC%2FFSE%E2%80%9917%2C+September+4%E2%80%938%2C+2017%2C+Paderborn%2C+Germany	2017	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Measuring neural efficiency of program comprehension	measuring neural efficiency of program comprehension	https://dl.acm.org/doi/abs/10.1145/3106237.3106268	2017	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	Measuring program comprehension: A large-scale field study with professionals	measuring program comprehension a largescale field study with professionals	https://ieeexplore.ieee.org/abstract/document/7997917/	2017	Ok	Acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	Measuring software developers' perceived difficulty with biometric sensors	measuring software developers perceived difficulty with biometric sensors	https://ieeexplore.ieee.org/abstract/document/7203106/	2015	Ok	Not acceptable	Not acceptable	Not acceptable
1	software readability practices and the importance of their teaching	Backward	Measuring software product quality: A survey of iso/iec 9126	measuring software product quality a survey of isoiec 9126	https://ieeexplore.ieee.org//document/1331309	2004	Ok	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	Measuring the cognitive load of software developers: A systematic mapping study	measuring the cognitive load of software developers a systematic mapping study	https://ieeexplore.ieee.org/abstract/document/8813301/	2019	Ok	Acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	Measuring the cognitive load of software developers: An extended Systematic Mapping Study	measuring the cognitive load of software developers an extended systematic mapping study	https://www.sciencedirect.com/science/article/pii/S095058492100046X	2021	Ok	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	Measuring the impact of lexical and structural inconsistencies on developers' cognitive load during bug localization	measuring the impact of lexical and structural inconsistencies on developers cognitive load during bug localization	https://link.springer.com/article/10.1007/s10664-019-09751-4	2020	Ok	Acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	Measuring the impact of lexical and structural inconsistencies on developers' cognitive load during bug localization	measuring the impact of lexical and structural inconsistencies on developers cognitive load during bug localization	https://link.springer.com/article/10.1007/s10664-019-09751-4	2020	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Measuring the stylistic inconsistency in software projects using hierarchical agglomerative clustering	measuring the stylistic inconsistency in software projects using hierarchical agglomerative clustering	https://dl.acm.org/doi/abs/10.1145/2972958.2972963	2016	Ok	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	Measuring the stylistic inconsistency in software projects using hierarchical agglomerative clustering	measuring the stylistic inconsistency in software projects using hierarchical agglomerative clustering	https://dl.acm.org/doi/abs/10.1145/2972958.2972963	2016	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Backward	Mental models and software maintenance.	mental models and software maintenance	https://www.sciencedirect.com/science/article/abs/pii/0164121287900331	1987	Old	Not acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	Meta-Design Principles for Literate Workflows in Scientific Computing	metadesign principles for literate workflows in scientific computing	https://userpages.umbc.edu/~norcio/papers/Working%20Papers/Dinmore/LiterateWorkflows-1.pdf		Ok	Not acceptable	Not acceptable	Not acceptable
1	indentation simply a matter of style or support for program comprehension	Backward	Methods for dealing with reaction time outliers	methods for dealing with reaction time outliers	https://doi.org/10.1037/0033-2909.114.3.510	1993	Ok	Not acceptable	Not acceptable	Not acceptable
1	an experimental investigation of the effect of program structure on program understanding	Forward	Methods for improving controlled experimentation in software engineering	methods for improving controlled experimentation in software engineering	https://dl.acm.org/doi/abs/10.5555/800078.802535	1981	Old	Not acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	Metrics for assessing a software system's maintainability	metrics for assessing a software systems maintainability	https://www.computer.org/csdl/proceedings-article/icsm/1992/00242525/12OmNyrqzy2	1992	Ok	Not acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	MFDTs: Mean field dynamic trees	mfdts mean field dynamic trees	https://ieeexplore.ieee.org/abstract/document/903506/	2000	Ok	Not acceptable	Not acceptable	Not acceptable
1	atoms of confusion in java	Forward	Mimir: sistema de árbitro online para testes de compreensão de código	mimir sistema de rbitro online para testes de compreenso de cdigo	https://repositorio.ufpe.br/handle/123456789/47646	2022	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Mimir: sistema de árbitro online para testes de compreensão de código	mimir sistema de rbitro online para testes de compreenso de cdigo	https://repositorio.ufpe.br/handle/123456789/47646	2022	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	Mimir: sistema de árbitro online para testes de compreensão de código	mimir sistema de rbitro online para testes de compreenso de cdigo	https://repositorio.ufpe.br/handle/123456789/47646	2022	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	understanding misunderstandings in source code	Forward	Mimir: sistema de árbitro online para testes de compreensão de código	mimir sistema de rbitro online para testes de compreenso de cdigo	https://repositorio.ufpe.br/handle/123456789/47646	2022	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	Minimizing Technical Barriers to Learning Programming	minimizing technical barriers to learning programming	https://search.proquest.com/openview/cb18b2715851f0a3863d01704d1d49a6/1?pq-origsite=gscholar&cbl=18750&diss=y	2019	Ok	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Backward	Mining Biometric Data to Predict Programmer Expertise and Task Difficulty	mining biometric data to predict programmer expertise and task difficulty	http://scholar.google.com/scholar?hl=en&q=Seolhwa+Lee%2C+Danial+Hooshyar%2C+Hyesung+Ji%2C+Kichun+Nam%2C+and+Heuiseok+Lim.+2017.+Mining+Biometric+Data+to+Predict+Programmer+Expertise+and+Task+Difficulty.+Cluster+Computing+%282017%29%2C+1%E2%80%9311.	2017	Ok	Not Acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	Mining Open Source Software Ecosystems and Understanding Code as Human Communication through Statistical Language Models	mining open source software ecosystems and understanding code as human communication through statistical language models	https://search.proquest.com/openview/e4a7e1c599e07c10b931181f65cfa442/1?pq-origsite=gscholar&cbl=18750&diss=y	2020	Ok	Not acceptable	Not acceptable	Not acceptable
1	understanding misunderstandings in source code	Forward	Mining Open Source Software Ecosystems and Understanding Code as Human Communication through Statistical Language Models	mining open source software ecosystems and understanding code as human communication through statistical language models	https://search.proquest.com/openview/e4a7e1c599e07c10b931181f65cfa442/1?pq-origsite=gscholar&cbl=18750&diss=y	2020	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Misinformation in MIS research: The problem of statistical power	misinformation in mis research the problem of statistical power	https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1290062	1986	Old	Not acceptable	Not acceptable	Not acceptable
1	impacts of coding practices on readability	Backward	MISRA-C: 2004: Guidelines for the Use of the C Language in Critical Systems	misrac 2004 guidelines for the use of the c language in critical systems	http://scholar.google.com/scholar?hl=en&q=Motor+Industry+Software+Reliability+Association+et+al.+2008.+MISRA-C%3A+2004%3A+Guidelines+for+the+Use+of+the+C+Language+in+Critical+Systems.+MIRA.	2004	Ok	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	Modeling eye movement for the assessment of programming proficiency	modeling eye movement for the assessment of programming proficiency	https://search.proquest.com/openview/1c7154967d1048f277825867a4ac7c0e/1?pq-origsite=gscholar&cbl=44156	2020	Ok	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	Modeling readability to improve unit tests	modeling readability to improve unit tests	https://dl.acm.org/doi/abs/10.1145/2786805.2786838	2015	Ok	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Backward	Models for discrete longitudinal data	models for discrete longitudinal data	https://www.jstor.org/stable/24307781?casa_token=rvXw4LXjJAsAAAAA:TdDsFN0U8Kf8yPGwcnYOMJIJk32tRNxFTFVT9_7NVWqEyl9AuY6CZSThq7-vQo90NG12rt3vP4gm_bVljn8Cl9Sz7eifJAHvZCs39TgyyeMVRElJaA5k8g	2006	Ok	Not acceptable	Not acceptable	Not acceptable
1	an investigation of misunderstanding code patterns in c opensource software projects	Backward	Modern code reviews in open-source projects: which problems do they fix	modern code reviews in opensource projects which problems do they fix	https://dl.acm.org/doi/abs/10.1145/2597073.2597082?casa_token=H9B7l8bnnUkAAAAA:yGa2aUTKqjkmV0qUKZvnkS50E_-iDbG6_qWDmL7d7FD9x_G8_1RtSluSeVQWFVohwnHgySOkFno85ts	2014	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Modularity on Program Modifiability	modularity on program modifiability	https://scholar.google.com/scholar?hl=pt-BR&cites=3859046751656032365&scipsc=1&q=Modularity+on+Program+Modifiability	1986	Old	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Moving model-driven engineering from Eclipse to web technologies	moving modeldriven engineering from eclipse to web technologies	https://rtsys.informatik.uni-kiel.de/~biblio/downloads/theses/sdo-mt.pdf	2018	Ok	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	Moving towards objective measures of program comprehension	moving towards objective measures of program comprehension	https://dl.acm.org/doi/abs/10.1145/3236024.3275426	2018	Ok	Acceptable	Not acceptable	Not acceptable
1	impacts of coding practices on readability	Forward	Métricas de legibilidad del código fuente: revisión sistemática de literatura	mtricas de legibilidad del cdigo fuente revisin sistemtica de literatura	https://www.redalyc.org/journal/4139/413962511031/413962511031.pdf	2020	Ok	Not acceptable	Not acceptable	Not acceptable
1	software readability practices and the importance of their teaching	Forward	Métricas de legibilidad del código fuente: revisión sistemática de literatura	mtricas de legibilidad del cdigo fuente revisin sistemtica de literatura	https://www.redalyc.org/journal/4139/413962511031/413962511031.pdf	2020	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	impacts of coding practices on readability	Forward	Métricas de legibilidad del software: Una revisión sistemática de literatura	mtricas de legibilidad del software una revisin sistemtica de literatura	https://repositorio.unal.edu.co/handle/unal/77441	2020	Ok	Not acceptable	Not acceptable	Not acceptable
1	software readability practices and the importance of their teaching	Forward	Métricas de legibilidad del software: Una revisión sistemática de literatura	mtricas de legibilidad del software una revisin sistemtica de literatura	https://repositorio.unal.edu.co/handle/unal/77441	2020	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	impacts of coding practices on readability	Forward	Métricas de legibilidade do código fonte: revisão sistemática de literatura	mtricas de legibilidade do cdigo fonte reviso sistemtica de literatura	http://www.scielo.org.co/scielo.php?pid=S0121-11292020000100033&script=sci_abstract&tlng=pt	2020	Ok	Not acceptable	Not acceptable	Not acceptable
1	software readability practices and the importance of their teaching	Forward	Métricas de legibilidade do código fonte: revisão sistemática de literatura	mtricas de legibilidade do cdigo fonte reviso sistemtica de literatura	http://www.scielo.org.co/scielo.php?pid=S0121-11292020000100033&script=sci_abstract&tlng=pt	2020	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	Multilingual investigation of theory-based intervention for program comprehension	multilingual investigation of theorybased intervention for program comprehension	https://uvadoc.uva.es/handle/10324/37288	2019	Ok	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	Namesake: A Checker of Lexical Similarity in Identifier Names	namesake a checker of lexical similarity in identifier names	https://dl.acm.org/doi/abs/10.1145/3551349.3560441	2022	Ok	Acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	Naming Consistency in Source Code Identifiers	naming consistency in source code identifiers	https://sewiki.iai.uni-bonn.de/_media/private/jannonnen/public/da_jan_nonnen.pdf	2011	Ok	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	Naming Conventions in Object-oriented Programming	naming conventions in objectoriented programming	https://search.proquest.com/openview/703f23ecdfb1a509f5bed95ce27420ff/1?pq-origsite=gscholar&cbl=18750&diss=y	2018	Ok	Not acceptable	Not acceptable	Not acceptable
1	impacts of coding practices on readability	Forward	Naming Practices in Java Projects: An Empirical Study	naming practices in java projects an empirical study	https://dl.acm.org/doi/abs/10.1145/3493244.3493258	2021	Ok	Not Acceptable	Not acceptable	Not acceptable
1	impacts of coding practices on readability	Backward	Nasa JPL Java Coding Conventions	nasa jpl java coding conventions	http://scholar.google.com/scholar?hl=en&q=Klaus+Havelund+and+Al+Niessner.+2014.+Nasa+JPL+Java+Coding+Conventions.+%282014%29.	2014	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Navigating codespace: A new direction for spatial cognition research	navigating codespace a new direction for spatial cognition research	https://www.academia.edu/download/41525367/Navigating_Codespace_A_New_Direction_for20160124-22489-hl9psv.pdf	2004	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Backward	NEATER2: A PL/I source statement reformatter	neater2 a pli source statement reformatter	https://dl.acm.org//doi/10.1145/362790.362796	1970	Old	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	Need for sleep: the impact of a night of sleep deprivation on novice developers' performance	need for sleep the impact of a night of sleep deprivation on novice developers performance	https://ieeexplore.ieee.org/abstract/document/8357494/	2018	Ok	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	Need for sleep: the impact of a night of sleep deprivation on novice developers' performance	need for sleep the impact of a night of sleep deprivation on novice developers performance	https://ieeexplore.ieee.org/abstract/document/8357494/	2018	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	understanding misunderstandings in source code	Forward	Needles in a Haystack: Using PORT to Catch Bad Behaviors within Application Recordings	needles in a haystack using port to catch bad behaviors within application recordings	https://ssl.engineering.nyu.edu/papers/moore_port_icsoft_2022.pdf	2022	Ok	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Backward	Neural Correlates of Artificial Grammar Learning	neural correlates of artificial grammar learning	https://www.sciencedirect.com/science/article/abs/pii/S1053811902912917	2002	Ok	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	Neural efficiency of top-down program comprehension	neural efficiency of topdown program comprehension	https://dl.gi.de/handle/20.500.12116/21144	2018	Ok	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	Neural Model for Generating Method Names from Combined Contexts	neural model for generating method names from combined contexts	https://ieeexplore.ieee.org/abstract/document/9951043/	2022	Ok	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	Neurological divide: an fMRI study of prose and code writing	neurological divide an fmri study of prose and code writing	https://dl.acm.org/doi/abs/10.1145/3377811.3380348	2020	Ok	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	New features for eye-tracking systems: Preliminary results	new features for eyetracking systems preliminary results	https://ieeexplore.ieee.org/abstract/document/8809129/	2019	Ok	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	New Features for Eye-Tracking Systems: Preliminary Results	new features for eyetracking systems preliminary results	https://ieeexplore.ieee.org/abstract/document/8809129/	2019	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	No Accounting for Taste: Supporting Developers' Individual Choices of Coding Styles	no accounting for taste supporting developers individual choices of coding styles	https://ieeexplore.ieee.org/abstract/document/8930878/	2019	Ok	Maybe	Not acceptable	Not acceptable
1	indentation simply a matter of style or support for program comprehension	Backward	Nonparametrics: Statistical Methods Based on Ranks	nonparametrics statistical methods based on ranks	https://scholar.google.com/scholar?as_q=Nonparametrics%3A+Statistical+Methods+Based+on+Ranks&as_occt=title&hl=en&as_sdt=0%2C31	2006	Ok	Not acceptable	Not acceptable	Not acceptable
1	understanding misunderstandings in source code	Backward	Note on the sampling error of the diference between correlated proportions or percentages.	note on the sampling error of the diference between correlated proportions or percentages	https://d1wqtxts1xzle7.cloudfront.net/48117997/bf0229599620160817-8553-1ubbzhr-libre.pdf?1471439562=&response-content-disposition=inline%3B+filename%3DNote_on_the_sampling_error_of_the_differ.pdf&Expires=1676325405&Signature=dYsdqxKRHftCqSw0bBkCvS2QHREl9R1r0FpAgzCjnEaeETkLFNbZZukEpnb9QlBmGSnMqViMGHPakhO35RDDkLqpXBwNwxTkYBYCRgnpAKXzCfCP4AKq0l1ipQKCVHjtVw6FRZmEKWEjAs2PbZJN-C4mQ6Val6bTfuHqyf0SEkLUtGCIIjeZWd~0vrvizkxdzrvCgpR3zGO818~EgM44A1lu9pSGCUYcZ3ji9WJrTa5ts0KIt0ReiXwKg9YGhkTN0bikprnesId3rx~bDIP~W9~lv5dau~v6dWmDIsysvMhF9FpvLIQmFjvLuHRF695yzt74nBoH~A5H8nBAtE4q6g__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA	1947	Old	Not acceptable	Not acceptable	Not acceptable
1	understanding misunderstandings in source code	Backward	Notes on Programming in C.	notes on programming in c	https://zoo.cs.yale.edu/classes/cs223/doc-f2016/Pike.pdf	1989	Old	Not acceptable	Not acceptable	Not acceptable
1	an experimental investigation of the effect of program structure on program understanding	Backward	Notes on structured programming	notes on structured programming	https://dl.acm.org//doi/10.5555/1243380.1243381	1972	Old	Not acceptable	Not acceptable	Not acceptable
1	atoms of confusion in java	Backward	Novice java programming mistakes: Large-scale data vs. educator beliefs	novice java programming mistakes largescale data vs educator beliefs	https://doi.org/10.1145/2994154	2017	Ok	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	O uso de dados psicofisiológicos como recurso de melhoria no contexto de Engenharia de Software: um mapeamento sistemático	o uso de dados psicofisiolgicos como recurso de melhoria no contexto de engenharia de software um mapeamento sistemtico	http://repositorio.jesuita.org.br/bitstream/handle/UNISINOS/10331/Roger%20Denis%20Vieira_.pdf?sequence=1&isAllowed=y	2019	Ok	Not acceptable	Not acceptable	Not acceptable
1	enhancing program comprehension formatting and documenting	Forward	Ogre: Three-dimensional program visualization for novice programmers	ogre threedimensional program visualization for novice programmers	https://link.springer.com/article/10.1023/B:EAIT.0000042041.04999.17	2004	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	Ogre: Three-dimensional program visualization for novice programmers	ogre threedimensional program visualization for novice programmers	https://link.springer.com/article/10.1023/B:EAIT.0000042041.04999.17	2004	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	an experimental investigation of the effect of program structure on program understanding	Forward	OHJELMIEN LUOTETTAVULTTTA TUKEVAT OHJELMDINTIKIELET JA OHJEUOINTITEKNIIKAT	ohjelmien luotettavulttta tukevat ohjelmdintikielet ja ohjeuointitekniikat	https://scholar.google.com/scholar?hl=pt-BR&cites=6491369980954678191&scipsc=1&q=OHJELMIEN+LUOTETTAVULTTTA+TUKEVAT+OHJELMDINTIKIELET+JA+OHJEUOINTITEKNIIKAT	1977	Old	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	On Current Limitations of Online Eye-Tracking to Study the Visual Processing of Source Code	on current limitations of online eyetracking to study the visual processing of source code	https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4051688	2022	Ok	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	On Expanding Abbreviated Identifiers in the Source Code	on expanding abbreviated identifiers in the source code	https://link.springer.com/chapter/10.1007/978-3-319-46257-8_63	2016	Ok	Acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Backward	On formatting of Pascal programs	on formatting of pascal programs	https://dl.acm.org//doi/10.1145/954618.954624	1977	Old	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	On method ordering	on method ordering	https://ieeexplore.ieee.org/abstract/document/7503711/	2016	Ok	Acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	On method ordering	on method ordering	https://ieeexplore.ieee.org/abstract/document/7503711/	2016	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	On planning an evaluation of the impact of identifier names on the readability and quality of smalltalk programs	on planning an evaluation of the impact of identifier names on the readability and quality of smalltalk programs	https://ieeexplore.ieee.org/abstract/document/6603079/	2013	Ok	Acceptable	Not acceptable	Not acceptable
1	an experimental investigation of the effect of program structure on program understanding	Backward	On structured programming - a reply to Smoliar	on structured programming  a reply to smoliar	http://scholar.google.com/scholar?hl=en&q=Gries%2C+D.+On+structured+programming+-+a+reply+to+Smoliar.+Communications+of+the+ACM%2C+November+1974%2C+17%2811%29%2C+655-658.%5D%5D	1974	Old	Not acceptable	Not acceptable	Not acceptable
1	an experimental investigation of the effect of program structure on program understanding	Forward	On the complexity of measuring software complexity	on the complexity of measuring software complexity	https://dl.acm.org/doi/abs/10.1145/1500412.1500456	1981	Old	Not acceptable	Not acceptable	Not acceptable
1	typographic style is more than cosmetic	Forward	On the design of text editors	on the design of text editors	https://arxiv.org/abs/2008.06030	2020	Ok	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	On the Evolution of Code Readability	on the evolution of code readability	https://ieeexplore.ieee.org/abstract/document/9978201/	2022	Ok	Acceptable	Not acceptable	Not acceptable
1	enhancing program comprehension formatting and documenting	Backward	On the formatting of Pascal programs	on the formatting of pascal programs	https://dl.acm.org//doi/10.1145/954618.954624	1977	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	On the Human Factors Impact of Polyglot Programming on Programmer Productivity	on the human factors impact of polyglot programming on programmer productivity	https://search.proquest.com/openview/241447740341dc4e3b8250c8bbf982e1/1?pq-origsite=gscholar&cbl=18750&diss=y	2019	Ok	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	On the Human Factors Impact of Polyglot Programming on Programmer Productivity	on the human factors impact of polyglot programming on programmer productivity	https://search.proquest.com/openview/241447740341dc4e3b8250c8bbf982e1/1?pq-origsite=gscholar&cbl=18750&diss=y	2019	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	understanding misunderstandings in source code	Forward	On the impact of atoms of confusion in javascript code	on the impact of atoms of confusion in javascript code	https://bdm.unb.br/handle/10483/27600	2019	Ok	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	On the impact of using different templates on creating and understanding user stories	on the impact of using different templates on creating and understanding user stories	https://ieeexplore.ieee.org/abstract/document/9604704/	2021	Ok	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	On the Influence of Representation Type and Gender on Recognition Tasks of Program Comprehension	on the influence of representation type and gender on recognition tasks of program comprehension	https://publications.polymtl.ca/1755/	2015	Ok	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	On the Influence of Representation Type and Gender on Recognition Tasks of Program Comprehension	on the influence of representation type and gender on recognition tasks of program comprehension	https://publications.polymtl.ca/1755/	2015	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	On the lexical distinguishability of source code	on the lexical distinguishability of source code	https://arxiv.org/abs/1502.01410	2015	Ok	Acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	On the naming of methods: A survey of professional developers	on the naming of methods a survey of professional developers	https://ieeexplore.ieee.org/abstract/document/9401967/	2021	Ok	Acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	On the naming of methods: A survey of professional developers	on the naming of methods a survey of professional developers	https://ieeexplore.ieee.org/abstract/document/9401967/	2021	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	the impact of identifier style on effort and comprehension	Forward	On the quality of identifiers in test code	on the quality of identifiers in test code	https://ieeexplore.ieee.org/abstract/document/8930886/	2019	Ok	Acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	On the relationship between source-code metrics and cognitive load: A Systematic Tertiary Review	on the relationship between sourcecode metrics and cognitive load a systematic tertiary review	https://www.sciencedirect.com/science/article/pii/S0164121223000146	2023	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	On the relationship between source-code metrics and cognitive load: A Systematic Tertiary Review	on the relationship between sourcecode metrics and cognitive load a systematic tertiary review	https://www.sciencedirect.com/science/article/pii/S0164121223000146	2023	Duplicate	Not acceptable	Not acceptable	Not acceptable
1	measuring neural efficiency of program comprehension	Forward	On the Usage of Psychophysiological Data in Software Engineering: An Extended Systematic Mapping Study	on the usage of psychophysiological data in software engineering an extended systematic mapping study	https://arxiv.org/abs/2105.14059	2021	Ok	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	On the use of eye tracking in software traceability	on the use of eye tracking in software traceability	https://dl.acm.org/doi/abs/10.1145/1987856.1987872	2011	Ok	Not acceptable	Not acceptable	Not acceptable
1	program indentation and comprehensibility	Forward	On using tree visualisation techniques to support source code comprehension	on using tree visualisation techniques to support source code comprehension	https://ieeexplore.ieee.org/abstract/document/7780163/	2016	Ok	Not Acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	Ontologie der Fabrikplanung mit Hilfe von Building Information Modeling (BIM)	ontologie der fabrikplanung mit hilfe von building information modeling bim	https://books.google.com.br/books?hl=pt-BR&lr=&id=Olx0EAAAQBAJ&oi=fnd&pg=PP6&ots=kwlg_OhP0m&sig=HMdOu1d5iXQbeDj6uSpcz8aq1c8	2022	Ok	Not acceptable	Not acceptable	Not acceptable
1	an eye tracking study on camelcase and underscore identifier styles	Forward	Ontology-driven metamodeling towards hypervisor design automation: semantically-enriched DSL infrastructure	ontologydriven metamodeling towards hypervisor design automation semanticallyenriched dsl infrastructure	https://repositorium.sdum.uminho.pt/handle/1822/57055	2017	Ok	Not acceptable	Not acceptable	Not acceptable
1	impacts of coding practices on readability	Backward	Open borders? immigration in open source projects	open borders immigration in open source projects	https://dl.acm.org//doi/10.1109/MSR.2007.23	2007	Ok	Not acceptable	Not acceptable	Not acceptable
